sno,type,title,chapters,status,genres,popularity,score,authors,publish_time
175,manhwa,Ciel,NULL,Finished,"Adventure,Fantasy,Romance",4702,7.57,"Rhim, Ju-Yeon (Story & Art)",2005 to  2013
176,manhwa,Latna Saga: Survival of a Sword King,NULL,Publishing,"Action,Adventure,Fantasy",2334,7.57,"Yim, Kyung-bae (Story), Kwon, Soonkyu (Art)","Dec  31, 2019 to "
177,manhwa,Level Up with the Gods,NULL,Publishing,"Action,Adventure,Fantasy",2126,7.57,"Heuk Ain (Story), Ohyeon (Art)","Aug  14, 2021 to "
178,manhwa,My Beautiful World,68,Finished,"Comedy,Romance",4897,7.57,Maru (Story & Art),"Nov  15, 2013 to Jul  3, 2015"
179,manhwa,Kiss Wood,34,Finished,"Adventure,Drama,Fantasy",5634,7.56,"Ahn, Sung Ho (Story & Art)","Jun  5, 2010 to Jan  29, 2011"
180,manhwa,Girls of the Wild's,260,Finished,"Action,Comedy,Drama,Romance",205,7.56,"Kim, Hye-Jin (Art), Hun (Story)","Aug  14, 2011 to Oct  29, 2016"
181,manhwa,The Makeup Remover,26,Finished,"Comedy,Romance",3402,7.56,"Lee, Yeon (Story & Art)","May  4, 2018 to Nov  12, 2020"
182,manhwa,Devil Number 4,122,Finished,"Romance,Supernatural",3285,7.56,"woombeee (Art), jangjin (Story)","May  1, 2018 to Nov  16, 2020"
183,manhwa,H20,43,Finished,"Romance,Life",5109,7.56,"Hwang, Sook Ji (Story & Art)",NULL
184,manhwa,The Swordmaster's Son,NULL,Publishing,"Action,Adventure,Fantasy",1897,7.56,"Hwangje Penguin (Story), Lee, Jewon (Art)","Apr  30, 2022 to "
185,manhwa,Second Life Ranker,NULL,Publishing,"Action,Fantasy",1347,7.56,"Sadoyeon (Story), Nongnong (Art)","May  16, 2019 to "
186,manhwa,The Novel's Extra,NULL,Publishing,"Action,Fantasy",3054,7.56,"Ji, Gapsong (Story), Carrot Studio (Art)","Jun  30, 2022 to "
187,manhwa,Debut or Die,NULL,Publishing,Drama,16553,7.56,"Baek, Deoksoo (Story), Soheun (Art)","Aug  1, 2022 to "
188,manhwa,I'm the Max-Level Newbie,NULL,Publishing,"Action,Fantasy",1239,7.55,"Maslow (Story), Swing Bat (Art)","Jul  29, 2021 to "
189,manhwa,Shall we Have Dinner Tonight?,46,Finished,"Comedy,Drama,Romance,Life",4749,7.55,"Park, See-In (Story & Art)","Nov  12, 2013 to Nov  5, 2014"
190,manhwa,Masca: The Tale of the Great Mage of Hessed,77,Finished,"Drama,Fantasy,Romance,Supernatural",7539,7.54,"Kim, Young Hee (Story & Art)",1997 to  2004
191,manhwa,Veritas,81,Finished,"Action,Comedy,Drama,Supernatural,Ecchi",885,7.54,"Yoon, Joon-shik (Story), Kim, Dong-Hoon (Art), Berry, Star (Story)",2005 to  2010
192,manhwa,Cavalier of the Abyss,144,Finished,"Action,Adventure,Fantasy,Supernatural",1411,7.54,"Juder (Art), Deo, JYU (Story & Art)","2008 to Dec  15, 2018"
193,manhwa,My Secret Brother,216,Finished,"Comedy,Drama,Romance,Life",3632,7.54,Willow (Story & Art),"Aug  8, 2014 to Oct  11, 2019"
194,manhwa,The Villainess Is a Marionette,NULL,Publishing,"Drama,Fantasy",3223,7.54,"Hanirim (Story), Manggle (Art)","Feb  10, 2021 to "
195,manhwa,Author of My Own Destiny,NULL,Publishing,"Fantasy,Romance",4477,7.54,"Gyeoulip (Story), Jeokbal (Art)","Aug  31, 2021 to "
196,manhwa,The Reaper,NULL,Publishing,"Action,Fantasy",3407,7.54,"Woogack (Story), Inkyo (Art)","Jul  15, 2022 to "
197,manhwa,Marry My Husband,68,Finished,"Drama,Romance,Suspense",3726,7.54,"LICO (Art), Sung, Sojak (Story)","Nov  2, 2021 to Jan  17, 2023"
198,manhwa,Gilgamesh,129,Finished,"Action,Adventure,Fantasy",10269,7.54,Hwandaeng (Story & Art),"Aug  31, 2015 to Dec  11, 2017"
199,manhwa,Murim Login,NULL,Publishing,"Action,Adventure,Fantasy",4258,7.53,"Zero-BIG (Story), Jang, Cheolbyeok (Art)","May  1, 2020 to "
200,manhwa,Our Secret Alliance,NULL,Publishing,Romance,12258,7.53,Kenyam (Story & Art),"Jan  18, 2022 to "
201,manhwa,Player,NULL,Publishing,"Action,Adventure,Fantasy",5201,7.53,"Park, Jongseok (Story), Oh, Hyeonjun (Art)","May  7, 2020 to "
202,manhwa,Moon You,68,Finished,"Comedy,Drama,Sci-Fi",11764,7.53,"Jo, Seok (Story & Art)","Jun  16, 2016 to Sep  28, 2017"
203,manhwa,"Mom, I'm Sorry",102,Finished,"Drama,Supernatural",7287,7.53,"MiTi (Story), Gugu (Art)","Jun  8, 2019 to Jul  10, 2021"
204,manhwa,A Returner's Magic Should Be Special,NULL,Publishing,"Action,Fantasy",512,7.52,"Yu, So-nan (Story), Uk-jakga (Art)","May  19, 2018 to "
205,manhwa,Red Lion,37,Finished,"Action,Comedy,Romance",4617,7.52,"Kim, Yong Seon (Story & Art)",2003 to 
206,manhwa,World Bring It On!,NULL,Finished,"Comedy,Drama",7145,7.52,"Hwang, Mi Ri (Story & Art)","Jul  11, 2008 to Sep  27, 2008"
207,manhwa,Knight Run,NULL,Publishing,"Action,Adventure,Drama,Fantasy,Sci-Fi",6268,7.52,"Kim, Sung Min (Story & Art)","May  4, 2009 to "
208,manhwa,The Monstrous Duke's Adopted Daughter,150,Finished,"Drama,Fantasy,Romance",3489,7.52,"Liaran (Story), MinJakk (Art)","Apr  30, 2019 to Jul  20, 2022"
209,manhwa,The Lazy Lord Masters the Sword,NULL,Publishing,"Action,Fantasy",2268,7.52,"Ideungbyeol (Story), Dodomoon (Art)","May  21, 2021 to "
210,manhwa,Villainess in Love,105,Finished,"Fantasy,Romance",5674,7.52,"Lee, Haron (Story), R Su Eopseum (Art)","Dec  31, 2019 to Oct  5, 2022"
211,manhwa,For My Derelict Favorite,NULL,Publishing,"Fantasy,Romance",8808,7.52,"Kim, Seonyu (Story), Kimyong (Art)","May  4, 2022 to "
212,manhwa,Kids Are All Right,55,Finished,Drama,12520,7.52,HP56 (Story & Art),"Jun  13, 2014"
213,manhwa,Crepuscule,253,Finished,Supernatural,1770,7.51,"Mirchi (Story), Yamchi (Art)","Feb  14, 2011 to Oct  9, 2016"
214,manhwa,The Lady and Her Butler,NULL,Finished,"Comedy,Drama,Romance",5552,7.51,Jade (Story & Art),"Jun  10, 2017 to Jun  20, 2020"
215,manhwa,Grass,17,Finished,Drama,19175,7.51,"Kim, Keum-suk (Story & Art)","Aug  14, 2017"
216,manhwa,Honggane,56,Finished,"Comedy,Romance",4934,7.51,"Hwang, Mi Ri (Story & Art)",2005 to 
217,manhwa,The Skeleton Soldier Failed to Defend the Dungeon,NULL,Publishing,"Action,Adventure,Fantasy",2200,7.51,"Sosori (Story), Ant Studio (Art)","Jun  11, 2018 to "
218,manhwa,Little Rabbit and the Big Bad Leopard,NULL,Publishing,"Fantasy,Romance",6299,7.51,"Yasik Meongneunjung (Story), Sadam (Art)","May  22, 2021 to "
219,manhwa,"Into the Light, Once Again",NULL,Publishing,"Drama,Fantasy",4109,7.51,"Tikatika (Story), Yuya (Art)","Sep  2, 2021 to "
220,manhwa,Flirting with the Villain's Dad,NULL,Publishing,"Fantasy,Romance",2796,7.5,"Dalseul (Story), via (Art)","Apr  2, 2020 to "
221,manhwa,Hero Killer,NULL,Publishing,Action,4225,7.5,"Kkulbeol (Story), Beolkkul (Art)","Feb  25, 2021 to "
222,manhwa,The Villainess Flips the Script!,NULL,Publishing,Fantasy,5560,7.5,"Ken (Story), Garine (Art)","Apr  24, 2021 to "
223,manhwa,Bloody Sweet,22,Finished,"Romance,Supernatural",4291,7.5,"Lee, Na-Rae (Story & Art)","Oct  22, 2014 to Feb  15, 2017"
224,manhwa,Flow,103,Finished,"Action,Drama,Supernatural",3648,7.5,Honey Bee (Story & Art),"Jun  10, 2013 to Jun  16, 2015"
225,manhwa,An Uncomfortable Truth,75,Finished,Suspense,9652,7.5,EErun (Story & Art),"Nov  25, 2016 to Apr  6, 2018"
226,manhwa,When the Day Comes,54,Finished,Romance,15278,7.49,Omyo (Story & Art),"Jun  30, 2020 to Jul  6, 2021"
227,manhwa,The Archmage Returns After 4000 Years,NULL,Publishing,"Action,Adventure,Fantasy",1590,7.49,"Nakhasan (Story), Kim, Deok-yong (Art)","May  1, 2020 to "
228,manhwa,Dark Mortal,80,Finished,"Drama,Supernatural",11384,7.49,"Lee, Jeonyeok (Story & Art)","Dec  15, 2018 to Jun  13, 2020"
229,manhwa,Pick Me Up!,NULL,Publishing,"Action,Fantasy",4619,7.49,"Wasakbasak (Art), Hermode (Story)","Dec  28, 2022 to "
230,manhwa,Tales of the Unusual,396,Finished,"Horror,Mystery,Supernatural",6257,7.49,"Oh, Seongdae (Story & Art)","May  15, 2013 to May  4, 2022"
231,manhwa,Secret Alliance,45,Finished,"Drama,Romance",6456,7.49,Lero (Story & Art),"Jul  5, 2019 to Mar  28, 2020"
232,manhwa,I Don't Want This Kind of Hero,301,Finished,"Action,Comedy,Fantasy,Sci-Fi,Supernatural",4503,7.48,Samchon (Story & Art),"Nov  2, 2011 to Sep  19, 2017"
233,manhwa,Hardcore Leveling Warrior,317,Finished,"Action,Adventure,Fantasy",4209,7.48,"Kim, Sehoon (Story & Art)","Jan  22, 2016 to Feb  19, 2022"
234,manhwa,How to Use a Returner,NULL,Publishing,"Action,Adventure,Fantasy",3060,7.48,"Heuksujeo (Story), Midnight Studio (Art)","Oct  31, 2021 to "
235,manhwa,Pyramid Game,105,Finished,Drama,16203,7.48,Dalgonyak (Story & Art),"Jan  22, 2020 to Mar  25, 2022"
236,manhwa,Barbarian Quest,NULL,Publishing,"Action,Adventure,Fantasy",8185,7.48,"Baeksu Gwijok (Story), Morando (Art)","Apr  15, 2022 to "
237,manhwa,The Infinite Mage,NULL,Publishing,"Action,Adventure,Fantasy",3463,7.48,"Themis (Art), Kim, Chiwoo (Story)","Dec  30, 2022 to "
238,manhwa,Like Wind on a Dry Branch,NULL,Publishing,"Drama,Fantasy,Romance",4862,7.48,"Dalsaeowl (Story), Hwaeum (Art)","Sep  15, 2020 to "
239,manhwa,Our Paradise,26,Finished,"Love,Drama",18550,7.48,"Cheong, Nagwon (Story & Art)","Oct  24, 2018 to Jun  26, 2019"
240,manhwa,Sad Love Song,22,Finished,"Drama,Romance",9360,7.47,"Shin, Ji-Sang (Story & Art), Geo (Story & Art)",NULL
241,manhwa,Jungle Juice,NULL,Publishing,"Action,Fantasy",2911,7.47,"Juder (Art), Hyeong Eun (Story)","Dec  30, 2020 to "
242,manhwa,The Ember Knight,NULL,Publishing,"Action,Adventure,Fantasy",7295,7.47,Hwandaeng (Story & Art),"Mar  19, 2021 to "
243,manhwa,After Ten Millennia in Hell,NULL,Publishing,"Action,Fantasy",1874,7.47,"Nabi Gyegok (Story), 4Player (Art)","Jul  31, 2022 to "
244,manhwa,I Thought My Time Was Up!,NULL,Publishing,"Fantasy,Romance",11241,7.47,"Choi, Ari (Story), Essie (Art)","Oct  31, 2022 to "
245,manhwa,Zippy Ziggy,86,Finished,Comedy,2380,7.46,"Kim, Yeong-Eun (Story), Hwang, Seung-Man (Art)","Apr  15, 2005 to "
246,manhwa,Vampire Library,NULL,Publishing,"Action,Love,Supernatural",6610,7.46,"Lee, Sun-Young (Story & Art)","May  2, 2014 to "
247,manhwa,My Daughter Is a Zombie,90,Finished,Comedy,19494,7.46,"Lee, Yunchang (Story & Art)","Aug  22, 2018 to May  20, 2020"
248,manhwa,To Not Die,NULL,Publishing,"Action,Drama",7608,7.46,"Parae (Story), Lim, Jinguk (Art)","May  20, 2021 to "
249,manhwa,Terror Man,209,Finished,"Action,Supernatural",7282,7.46,"Go, Jin-Ho (Art), Han, Dongwoo (Story)","Jan  11, 2016 to Apr  30, 2020"
250,manhwa,Mythic Item Obtained,NULL,Publishing,"Action,Fantasy",2906,7.46,"Jeong, Seonyul (Story), Hess (Art)","Jun  12, 2022 to "
251,manhwa,The World After the Fall,NULL,Publishing,"Action,Fantasy",1414,7.45,"sing N song (Story), Undead Gamja (Art)","Feb  7, 2022 to "
252,manhwa,My Royal Awakening,88,Finished,Drama,18723,7.45,"Kim, Tae-Hyung (Art), Gusa (Story)","Sep  7, 2020 to Jun  6, 2022"
253,manhwa,Pink Lady,78,Finished,"Romance,Life",4268,7.45,"Woo, Yeong-Wook (Story & Art), Suna (Art)","May  2, 2007 to Feb  23, 2009"
254,manhwa,Peak,45,Finished,"Action,Drama",5280,7.45,"Hong, Seong-su (Story), Im, Gang-hyeok (Art)","Apr  20, 2011 to Nov  19, 2014"
255,manhwa,Pig Bride,22,Finished,"Comedy,Romance",4872,7.45,"Huh, Gook Hwa (Story), Kim, Su-Jin (Art)",2007
256,manhwa,Swimming Lessons for a Mermaid,101,Finished,"Romance,Supernatural",7834,7.44,Yongchan (Story & Art),"May  25, 2019 to Apr  17, 2021"
257,manhwa,Our Beloved Summer,21,Finished,Romance,10914,7.44,"Han, Kyoung-chal (Story & Art)","Nov  5, 2021 to Feb  26, 2022"
258,manhwa,Days of Hana,113,Finished,"Drama,Romance,Supernatural",10343,7.44,"Kang, Seok Woo (Story & Art)","Apr  5, 2017 to Jul  3, 2019"
259,manhwa,Oh! Holy,141,Finished,"Romance,Supernatural",6750,7.44,Ah Hyun (Story & Art),"Jun  1, 2015 to Apr  2, 2018"
260,manhwa,Revolutionary Princess Eve,NULL,Publishing,"Drama,Fantasy",6965,7.44,"Irinbi (Story), Sagong (Art)","Mar  13, 2021 to "
261,manhwa,Finding Camellia,NULL,Publishing,"Fantasy,Romance",10878,7.44,"Jin, Soye (Story), Surreuk Comics (Art)","Aug  26, 2021 to "
262,manhwa,Delusion,60,Finished,"Mystery,Supernatural,Suspense",18810,7.42,"Hong, Jac-Ga (Story & Art)","Sep  26, 2019 to Oct  8, 2020"
263,manhwa,Promise of an Orchid,106,Finished,Supernatural,7784,7.43,"Park, Jin-Hwan (Art), Jung, Hyun-Joo (Story)","Jul  4, 2019 to Jun  24, 2021"
264,manhwa,Crowning a Spoiled Prince,NULL,Publishing,"Fantasy,Romance",10601,7.43,"Wheedrian (Story), Jonadan (Art)","Aug  22, 2022 to "
265,manhwa,A Kiss to the Prince,22,Finished,"Comedy,Drama,Romance",2459,7.43,"Kim, Hee Eun (Story & Art)","Aug  1, 2006 to Oct  31, 2007"
266,manhwa,Idol Shopping,NULL,Finished,"Comedy,Drama,Romance",3872,7.43,"Hwang, Mi Ri (Story & Art)",Dec  2008 to Feb  2009
267,manhwa,Mookhyang: Dark Lady,NULL,Publishing,"Action,Adventure,Fantasy",5914,7.43,"Jeon, Dong-jo (Story), Gugit (Art)","Jul  4, 2019 to "
268,manhwa,Itaewon Class,80,Finished,Drama,15910,7.42,Kwang Jin (Story & Art),"Dec  27, 2016 to May  22, 2018"
269,manhwa,Mawang Ilgi,26,Finished,"Action,Adventure,Love,Comedy,Drama,Fantasy",2515,7.42,"Kara (Art), Lee, Ji Hyong (Story), Lee, Soome (Story), Lee, Yun-hee (Story)",1999 to  2002
270,manhwa,I Am the Real One,NULL,Publishing,"Fantasy,Romance",4370,7.42,"Samwol (Story), Yuun (Art)","Sep  30, 2020 to "
271,manhwa,Study Group,NULL,Publishing,Action,3315,7.42,"Shin, Hyungwuk (Story), Ryu, Seungyeon (Art)","Jan  4, 2019 to "
272,manhwa,Heavenly Demon Reborn!,NULL,Publishing,"Action,Fantasy",4841,7.42,"Ilhwang (Story), Gomguck (Art)","Aug  15, 2018 to "
273,manhwa,I'm the Queen in This Life,NULL,Publishing,"Fantasy,Romance",8582,7.42,"Lefaljinf (Story), Themis (Art)","Aug  11, 2022 to "
274,manhwa,An Eye for an Eye,75,Finished,"Action,Drama",5752,7.42,Byeongjang (Story & Art),"Dec  3, 2014 to Jul  27, 2016"
275,manhwa,"Goodbye, In-Law!",81,Finished,"Comedy,Drama,Romance",12748,7.41,Gyogyo Park (Story & Art),"Sep  17, 2018 to Apr  20, 2020"
276,manhwa,The Academy's Undercover Professor,NULL,Publishing,Fantasy,3700,7.41,"Sayren (Story), WAG (Art)","Jun  4, 2022 to "
277,manhwa,Revelation of Youth,NULL,Publishing,Romance,18750,7.41,Hanseo (Story & Art),"Nov  5, 2022 to "
278,manhwa,Angel Buddy,82,Finished,"Love,Supernatural",12278,7.4,"MasterGin (Story), Chungnyun (Art)","Nov  21, 2019 to Sep  2, 2021"
279,manhwa,I Only Want to Beat You,NULL,Publishing,Comedy,15375,7.4,"Amadoji (Story), Sasak (Art)","Jul  6, 2019 to "
280,manhwa,Who Invited You?,NULL,Finished,"Comedy,Drama,Romance",9190,7.4,"Lee, Yun-hee (Story & Art)","Jul  13, 2016 to Nov  15, 2017"
281,manhwa,Smile Brush: My Old Pictures,48,Finished,"Comedy,Life",15788,7.4,Waroo (Story & Art),"Jul  20, 2010 to Jul  21, 2011"
282,manhwa,Priest,160,Finished,"Action,Fantasy,Horror,Supernatural",3021,7.39,"Hyung, Min-Woo (Story & Art)",1998 to  2007
283,manhwa,Kiss Me Princess,63,Finished,"Love,Fantasy,Romance",4535,7.39,"Kim, Se-Young (Story & Art)",2002 to  2006
284,manhwa,Change Guy,338,Finished,Action,5991,7.39,"Son, Eun-Ho (Story), Choi, Myung-Soo (Art)",1998 to  2004
285,manhwa,Survive as the Hero's Wife,118,Finished,"Fantasy,Romance",3151,7.39,"Nokki (Story), AhBin (Art)","Dec  31, 2018 to Dec  4, 2021"
286,manhwa,A Wicked Tale of Cinderella's Stepmom,NULL,Publishing,"Fantasy,Romance",7770,7.39,"Kiarne (Story), Sunset (Art)","Sep  26, 2020 to "
287,manhwa,Who Can Define Popularity?,NULL,Publishing,"Love,Comedy",20642,7.39,Takbon (Story & Art),"May  9, 2020 to "
288,manhwa,Mad Dog,NULL,Publishing,"Love,Drama",12220,7.39,Haribo (Story & Art),"Jun  17, 2021 to "
289,manhwa,The Villainess's Stationery Shop,NULL,Publishing,Fantasy,6673,7.39,"Yeo, Roeun (Story), Min, Jeolmi (Art)","Mar  26, 2022 to "
290,manhwa,The Baengri Clan's Unwanted Granddaughter,NULL,Publishing,Fantasy,14198,7.39,"Siyo (Art), Marubyeol (Story)","Jan  22, 2023 to "
291,manhwa,Hwaja,10,Finished,"Drama,Mystery,Romance,Life",5434,7.39,"Hong, Jac-Ga (Story & Art)","Jun  6, 2011 to Feb  20, 2012"
292,manhwa,It's Mine,158,Finished,Suspense,6781,7.38,Lucks (Story & Art),"May  8, 2018 to Aug  11, 2021"
293,manhwa,Chasing Tails,NULL,Publishing,Mystery,19837,7.38,Bashi (Story & Art),"Jul  9, 2021 to "
294,manhwa,Child of the Sheath,NULL,Publishing,"Action,Adventure,Fantasy",12483,7.38,"Yang, Kyung-il (Art), Kim, Hyung Min (Story)","Feb  1, 2020 to "
295,manhwa,Becoming the Dark Hero's Daughter,NULL,Publishing,Fantasy,9195,7.38,"Lisabel (Story), Pina (Art)","Jul  22, 2021 to "
296,manhwa,Evyione,NULL,Finished,Romance,9997,7.38,"Kim, Young Hee (Story & Art)",2007 to  2013
297,manhwa,Tong: Vanity,NULL,Finished,"Action,Drama",26568,7.37,"Baek, Seung Hoon (Art), Meen (Story)","May  9, 2015 to Apr  29, 2017"
298,manhwa,July Found by Chance,55,Finished,"Drama,Romance,Supernatural",17443,7.37,Muryu (Story & Art),"Jan  18, 2018 to Sep  19, 2019"
299,manhwa,The Queen's Knight,79,Finished,"Adventure,Fantasy,Romance",6579,7.37,"Kim, Kang-Won (Story & Art)",1997 to  2005
300,manhwa,Masters of Lightning Knives,NULL,Publishing,Action,7922,7.37,"Awin (Art), Geom, Ryuhon (Story), Ozoo (Story)","Dec  12, 2019 to "
301,manhwa,Refund High School,134,Finished,Fantasy,11588,7.37,Croissant (Story & Art),"Mar  20, 2018 to Jun  14, 2019"
302,manhwa,Superhuman Era,NULL,Publishing,Action,14402,7.37,Seop-I (Story & Art),"Jul  12, 2019 to "
303,manhwa,Not-Sew-Wicked Stepmom,NULL,Publishing,Fantasy,6153,7.37,"Ilu (Story), Moguraeng (Art)","Apr  10, 2021 to "
304,manhwa,The Queen's Knight,79,Finished,"Adventure,Fantasy,Romance",6580,7.37,"Kim, Kang-Won (Story & Art)",1997 to  2005
305,manhwa,Cutie Boy,39,Finished,"Comedy,Romance",2971,7.37,"Hwang, Mi Ri (Story & Art)",NULL
306,manhwa,Antique Romance,27,Finished,"Drama,Romance",4661,7.37,"Kimi, Mi-jung (Story & Art)",2006
307,manhwa,Vanilla Ice,21,On Hiatus,"Comedy,Romance",7330,7.36,"Kim, Woo Hyun (Story & Art)","2002 to Feb  23, 2004"
308,manhwa,Boy of the Female Wolf,NULL,Finished,"Comedy,Romance",2667,7.36,"Han, Yu-Rang (Story & Art)","Sep  6, 2007 to Nov  13, 2007"
309,manhwa,Blooming Sequence,77,Finished,Love,16224,7.36,Lee Eul (Story & Art),"Aug  7, 2017 to Jan  14, 2019"
310,manhwa,Tomb Raider King,412,Finished,"Action,Adventure,Fantasy",701,7.36,"Sanji Jiksong (Story), 3B2S (Art)","Jun  30, 2019 to Mar  27, 2023"
311,manhwa,Song of the Cloud,63,Finished,"Drama,Romance,Life",6530,7.36,Horang (Story & Art),"Apr  13, 2009 to Jun  21, 2010"
312,manhwa,God of Bath,30,Finished,"Comedy,Drama,Life",5642,7.36,"Ha, Il-Kwon (Story & Art)","Jul  14, 2011 to Feb  16, 2012"
313,manhwa,Nano List,147,Finished,"Drama,Sci-Fi",10895,7.36,"Min, Song-A (Story & Art)","Jan  22, 2016 to Nov  23, 2018"
314,manhwa,I Married the Male Lead's Dad,NULL,Publishing,"Fantasy,Romance",6697,7.36,"Go, Eunchae (Story), Eongsseu (Art)","Nov  30, 2020 to "
315,manhwa,Ending Maker,NULL,Publishing,"Action,Fantasy,Romance",6468,7.36,"Chwiryong (Story), Does (Art)","May  29, 2022 to "
316,manhwa,There Is No Place for Fakes,NULL,Publishing,"Fantasy,Romance",13425,7.36,"Logo (Art), Oaen (Story)","Jan  31, 2023 to "
317,manhwa,The Return of the 8th Class Mage,81,Finished,"Action,Fantasy",2234,7.35,"Ryu Song (Story), Tess (Art)","Jul  2, 2021 to Dec  25, 2022"
318,manhwa,The Return of the Disaster-Class Hero,NULL,Publishing,"Action,Fantasy",1779,7.35,"Sanji Jiksong (Story), Lee, Beomgeun (Art)","Dec  23, 2021 to "
319,manhwa,Ashtarte,NULL,Publishing,"Fantasy,Romance",13482,7.35,"Andaon (Story), SOON (Art)","Jul  31, 2022 to "
320,manhwa,Revenge of the Iron-Blooded Sword Hound,NULL,Publishing,"Action,Fantasy",4736,7.35,"Lego Babasseo (Story), Seol, Arang (Art)","Apr  14, 2023 to "
321,manhwa,Rebirth,107,Finished,"Action,Adventure,Fantasy,Supernatural",6640,7.35,"Lee, Kang-Woo (Story & Art)",1998 to  2010
322,manhwa,Sugar Addiction,38,Finished,"Comedy,Drama,Romance",11060,7.35,"Maria (Story & Art), Gong, GooGoo (Story & Art)",2005
323,manhwa,Tong,NULL,Finished,"Action,Drama",15477,7.35,"Baek, Seung Hoon (Art), Meen (Story)",Jan  2013 to Dec  2013
324,manhwa,Save Me,63,Finished,Drama,10870,7.35,1230 (Story & Art),"Dec  13, 2016 to Dec  26, 2017"
325,manhwa,Trace 1.5: Communicator,39,Finished,"Action,Drama,Fantasy,Sci-Fi,Supernatural",12493,7.35,"Go, Yeong-Hun (Story & Art)","Dec  19, 2011 to May  21, 2012"
326,manhwa,Zero,70,Finished,"Action,Sci-Fi,Supernatural",3503,7.34,"Park, Sung-Woo (Story & Art), Im, Dal Young (Story)",2000 to  2005
327,manhwa,Sarasah,NULL,Publishing,"Comedy,Drama,Romance",8125,7.34,"Ryu, Riang (Story & Art)",2007 to 
328,manhwa,Manager Kim,NULL,Publishing,Action,4791,7.34,"Toy (Story), Jeong, Jongtaek (Art)","Oct  29, 2021 to "
329,manhwa,Act Like You Love Me!,NULL,Publishing,"Comedy,Romance,Supernatural",6783,7.34,Xuann (Story & Art),"Dec  11, 2020 to "
330,manhwa,The Little Lady Behind the Scenes,NULL,Publishing,"Fantasy,Romance",9263,7.34,"Yehwon (Story), Chunghae (Art)","Oct  31, 2021 to "
331,manhwa,Yeonwoo's Innocence,NULL,Publishing,Drama,14098,7.34,Esol (Story & Art),"Sep  21, 2020 to "
332,manhwa,Parallel City,NULL,Publishing,"Action,Sci-Fi,Suspense",20168,7.33,Goda (Story & Art),"Jul  6, 2019 to "
333,manhwa,The Girl Downstairs,149,Finished,Romance,9013,7.33,"Min, Song-A (Story & Art)","Jul  17, 2019 to Jun  16, 2022"
334,manhwa,No Longer a Heroine!,111,Finished,Drama,16450,7.33,"Ki, Maenggi (Story & Art)","Dec  17, 2019 to Feb  1, 2022"
335,manhwa,The Rewards of Marriage,NULL,Publishing,"Fantasy,Romance",7525,7.33,"Choam (Story), Seochon (Art)","Jan  12, 2022 to "
336,manhwa,Kill the Villainess,NULL,Publishing,"Drama,Fantasy",4435,7.33,"Sawol Saeng (Story), Haegi (Art)","Apr  2, 2021 to "
337,manhwa,Charming the Duke of the North,NULL,Publishing,"Fantasy,Romance",7758,7.33,"Ju, Siha (Story), Eunhasu (Art)","May  8, 2022 to "
338,manhwa,Existence,NULL,Publishing,"Action,Drama,Supernatural",2965,7.33,"Kwang Jin (Story), Kim, Kyeongjun (Art)","Aug  21, 2022 to "
339,manhwa,Reality Quest,NULL,Publishing,"Action,Supernatural",5513,7.33,"Lee, Joowoon (Story), Taeseong (Art)","Oct  26, 2021 to "
340,manhwa,Full House,122,Finished,"Comedy,Romance",8123,7.33,"Won, Soo-yeon (Story & Art)",2002 to  2007
341,manhwa,Do You Want to Try?,18,Finished,"Comedy,Drama,Romance",3364,7.33,"Cha, Kyung Hee (Story & Art)",NULL
342,manhwa,Abide in the Wind,NULL,Finished,"Action,Adventure,Drama,Fantasy,Romance",3763,7.33,Shinweol (Story & Art),"Dec  1, 2011 to Aug  19, 2015"
343,manhwa,I'm Looking for the Princess,NULL,Finished,"Comedy,Drama,Romance",12753,7.32,"Han, Yu-Rang (Story & Art)","Jul  7, 2008 to Aug  9, 2008"
344,manhwa,My Boyfriend Is a Vampire,48,Finished,"Drama,Romance",2969,7.32,"Han, Yu-Rang (Story & Art)",2010 to  2012
345,manhwa,Dark Air,91,Finished,"Action,Adventure,Fantasy",3337,7.32,"Park, Min-Seo (Story & Art)",2010 to Jan  2016
346,manhwa,For the Sake of Sita,14,Finished,"Drama,Romance",5420,7.32,Haga (Story & Art),"Jun  13, 2014 to Sep  12, 2014"
347,manhwa,Dokgo 2,NULL,Finished,"Action,Drama",13908,7.32,"Baek, Seung Hoon (Art), Meen (Story)","Dec  10, 2016 to Oct  14, 2018"
348,manhwa,I Was Tricked Into This Fake Marriage!,108,Finished,"Fantasy,Romance",6726,7.32,"Park, Haedam (Story), Baejeup (Art)","Nov  30, 2019 to Apr  10, 2022"
349,manhwa,I Stan the Prince,NULL,Publishing,"Comedy,Fantasy,Romance",7877,7.32,Jukseon (Story & Art),"Feb  17, 2020 to "
350,manhwa,I Was Tricked Into This Fake Marriage!,108,Finished,"Fantasy,Romance",6726,7.32,"Park, Haedam (Story), Baejeup (Art)","Nov  30, 2019 to Apr  10, 2022"
351,manhwa,I Stan the Prince,NULL,Publishing,"Comedy,Fantasy,Romance",7877,7.32,Jukseon (Story & Art),"Feb  17, 2020 to "
352,manhwa,Descended from Divinity,NULL,Publishing,"Action,Fantasy",5173,7.32,"Sancheon (Story), Altoran (Art), Upu (Art)","Jun  14, 2021 to "
