sno,type,title,chapters,status,genres,popularity,score,authors,publish_time
876,manhwa,Dead Days,60,Finished,"Horror,Suspense",20398,6.89,DEY (Story & Art),"Jul  5, 2014 to Oct  24, 2015"
877,manhwa,Transcension Academy,NULL,Publishing,"Action,Fantasy",9347,6.89,"Dupachitapa (Story), Kkyujeanne (Art)","Jul  7, 2022 to "
878,manhwa,I.N.V.U.,NULL,On Hiatus,"Drama,Romance",9673,6.89,"Kim, Kang-Won (Story & Art)",2000 to  2008
879,manhwa,Don't Cheat on Me!,NULL,Finished,Unknown,22447,6.88,"Han, Yu-Rang (Story & Art)",NULL
880,manhwa,Be Born Again,NULL,Publishing,"Action,Drama,Supernatural",19676,6.88,"Lee, Chang Jun (Story & Art)",2012 to 
881,manhwa,King of Eden,51,Finished,"Horror,Mystery,Suspense",11008,6.88,"Nagasaki, Takashi (Story), Lee, Sang Cheol (Art)","Feb  28, 2014 to Apr  30, 2018"
882,manhwa,The Villain's Savior,87,Finished,"Drama,Fantasy,Romance",4426,6.88,"Myoung Rang (Story), Zetson (Art)","Apr  6, 2019 to May  1, 2021"
883,manhwa,ChunRangYulJun,NULL,Finished,"Action,Adventure,Fantasy,Mystery,Romance",17792,6.88,"Park, Sung-Woo (Story & Art)",1997 to 
884,manhwa,Ice Kiss,NULL,Finished,"Comedy,Romance,Supernatural",20206,6.88,"Choi, Kyung-ah (Story & Art)",2006 to 
885,manhwa,Platina,NULL,Finished,"Adventure,Fantasy",20361,6.88,"Kim, Yeon-Joo (Story & Art)",2003 to 
886,manhwa,Secret Playlist,107,Finished,Romance,13489,6.88,IF (Story & Art),"Sep  14, 2020 to Oct  10, 2022"
887,manhwa,Rewriting the Villainess,62,Finished,Supernatural,11345,6.88,Honghye (Story & Art),"Dec  26, 2021 to Feb  26, 2023"
888,manhwa,Threads of Love,79,Finished,"Romance,Supernatural",19391,6.88,"Han, Kijoo (Story), Il (Art)","May  24, 2021 to Nov  8, 2022"
889,manhwa,Soul Cartel,223,Finished,"Action,Fantasy",22442,6.88,"Jiya (Art), Haram (Story)","Jan  12, 2012 to Apr  13, 2016"
890,manhwa,Precious Daughter of the Greatest Martial Arts Villain,NULL,Publishing,Fantasy,10560,6.88,"Solddam (Story), Ssalguksu (Art)","Mar  31, 2021 to "
891,manhwa,Dear Nemesis,NULL,Publishing,"Drama,Fantasy,Romance",16826,6.88,"Minato (Story), Velma (Art)","Feb  23, 2022 to "
892,manhwa,The Ideal Relationship,45,Finished,Love,23301,6.88,"Ant Studio (Art), Ken (Story)","Jun  30, 2019 to Dec  30, 2019"
893,manhwa,The Great Wizard Transcendent,NULL,Publishing,"Action,Fantasy",7115,6.88,"Hanbit Nuri (Story), Muljanggu (Art)","Oct  5, 2022 to "
894,manhwa,A World Without You,NULL,Publishing,"Drama,Fantasy,Romance",18065,6.88,"Bam-manyeo (Art), Na, Yoohye (Story)","Dec  19, 2022 to "
895,manhwa,The Hellbound,57,Finished,"Horror,Supernatural,Suspense",9092,6.87,"Yeon, Sang-ho (Story), Choi, Gyu-seok (Art)","Aug  23, 2019 to Aug  16, 2020"
896,manhwa,The Boy of Death,NULL,Publishing,"Action,Supernatural",12179,6.87,Ryu (Story & Art),"Jul  8, 2019 to "
897,manhwa,Gourmet Gaming,NULL,Publishing,"Action,Fantasy,Gourmet",8540,6.87,"Park, Mingyu (Story), Coge (Art)","May  3, 2020 to "
